state,district,market,commodity,variety,arrival_date,min_price,max_price,modal_price,arrival_quantity
Maharashtra,Pune,Khed,Wheat,147 Average,18/06/2025,2442,3663,3052,247
Maharashtra,Pune,Khed,Rice,Common,18/06/2025,3369,6065,4717,348
Maharashtra,Pune,Khed,Maize,Yellow,18/06/2025,2377,3434,2905,245
Maharashtra,Ahmednagar,Ahmednagar,Tomato,Local,18/06/2025,1005,3140,2072,268
Maharashtra,Ahmednagar,Ahmednagar,Onion,Red,18/06/2025,1666,4860,3263,676
Maharashtra,Ahmednagar,Ahmednagar,Potato,Local,18/06/2025,1180,2596,1888,378
Maharashtra,Ahmednagar,Ahmednagar,Wheat,147 Average,18/06/2025,2765,4148,3456,390
Maharashtra,Ahmednagar,Ahmednagar,Rice,Common,18/06/2025,3419,6155,4787,391
Maharashtra,Ahmednagar,Ahmednagar,Maize,Yellow,18/06/2025,2286,3303,2794,544
Maharashtra,Ahmednagar,Sangamner,Tomato,Local,18/06/2025,983,3073,2028,356
Maharashtra,Ahmednagar,Sangamner,Onion,Red,18/06/2025,1445,4215,2830,508
Maharashtra,Ahmednagar,Sangamner,Potato,Local,18/06/2025,1244,2737,1990,378
Maharashtra,Ahmednagar,Sangamner,Wheat,147 Average,18/06/2025,2720,4080,3400,207
Maharashtra,Ahmednagar,Sangamner,Rice,Common,18/06/2025,3224,5803,4513,381
Maharashtra,Ahmednagar,Sangamner,Maize,Yellow,18/06/2025,2315,3344,2829,337
Maharashtra,Solapur,Solapur,Tomato,Local,18/06/2025,993,3104,2048,234
Maharashtra,Solapur,Solapur,Onion,Red,18/06/2025,1498,4371,2934,306
Maharashtra,Solapur,Solapur,Potato,Local,18/06/2025,1205,2651,1928,360
Maharashtra,Solapur,Solapur,Wheat,147 Average,18/06/2025,2347,3521,2934,193
Maharashtra,Solapur,Solapur,Rice,Common,18/06/2025,3474,6253,4863,82
Maharashtra,Solapur,Solapur,Maize,Yellow,18/06/2025,2231,3223,2727,64
Maharashtra,Solapur,Pandharpur,Tomato,Local,18/06/2025,1020,3189,2104,324
Maharashtra,Solapur,Pandharpur,Onion,Red,18/06/2025,1542,4497,3019,227
Maharashtra,Solapur,Pandharpur,Potato,Local,18/06/2025,1363,2999,2181,454
Maharashtra,Solapur,Pandharpur,Wheat,147 Average,18/06/2025,2699,4048,3373,248
Maharashtra,Solapur,Pandharpur,Rice,Common,18/06/2025,3499,6298,4898,389
Maharashtra,Solapur,Pandharpur,Maize,Yellow,18/06/2025,2547,3680,3113,290
Maharashtra,Kolhapur,Kolhapur,Tomato,Local,18/06/2025,947,2962,1954,98
Maharashtra,Kolhapur,Kolhapur,Onion,Red,18/06/2025,1497,4367,2932,588
Maharashtra,Kolhapur,Kolhapur,Potato,Local,18/06/2025,1246,2742,1994,580
Maharashtra,Kolhapur,Kolhapur,Wheat,147 Average,18/06/2025,2394,3592,2993,494
Maharashtra,Kolhapur,Kolhapur,Rice,Common,18/06/2025,3424,6163,4793,684
Maharashtra,Kolhapur,Kolhapur,Maize,Yellow,18/06/2025,2344,3386,2865,189
Maharashtra,Kolhapur,Vadgaon,Tomato,Local,18/06/2025,1013,3165,2089,265
Maharashtra,Kolhapur,Vadgaon,Onion,Red,18/06/2025,1406,4103,2754,446
Maharashtra,Kolhapur,Vadgaon,Potato,Local,18/06/2025,1336,2939,2137,399
Maharashtra,Kolhapur,Vadgaon,Wheat,147 Average,18/06/2025,2471,3707,3089,192
Maharashtra,Kolhapur,Vadgaon,Rice,Common,18/06/2025,3227,5809,4518,124
Maharashtra,Kolhapur,Vadgaon,Maize,Yellow,18/06/2025,2452,3542,2997,622
Maharashtra,Nashik,Nashik,Tomato,Local,19/06/2025,1007,3149,2078,559
Maharashtra,Nashik,Nashik,Onion,Red,19/06/2025,1702,4964,3333,612
Maharashtra,Nashik,Nashik,Potato,Local,19/06/2025,1358,2988,2173,491
Maharashtra,Nashik,Nashik,Wheat,147 Average,19/06/2025,2730,4096,3413,610
Maharashtra,Nashik,Nashik,Rice,Common,19/06/2025,3256,5861,4558,627
Maharashtra,Nashik,Nashik,Maize,Yellow,19/06/2025,2375,3431,2903,619
Maharashtra,Nashik,Lasalgaon,Tomato,Local,19/06/2025,952,2976,1964,533
Maharashtra,Nashik,Lasalgaon,Onion,Red,19/06/2025,1618,4720,3169,615
Maharashtra,Nashik,Lasalgaon,Potato,Local,19/06/2025,1389,3057,2223,554
Maharashtra,Nashik,Lasalgaon,Wheat,147 Average,19/06/2025,2570,3855,3212,191
Maharashtra,Nashik,Lasalgaon,Rice,Common,19/06/2025,3168,5703,4435,204
Maharashtra,Nashik,Lasalgaon,Maize,Yellow,19/06/2025,2146,3101,2623,480
Maharashtra,Nashik,Pimpalgaon,Tomato,Local,19/06/2025,1021,3193,2107,439
Maharashtra,Nashik,Pimpalgaon,Onion,Red,19/06/2025,1442,4207,2824,390
Maharashtra,Nashik,Pimpalgaon,Potato,Local,19/06/2025,1326,2919,2122,581
Maharashtra,Nashik,Pimpalgaon,Wheat,147 Average,19/06/2025,2455,3683,3069,146
Maharashtra,Nashik,Pimpalgaon,Rice,Common,19/06/2025,3541,6374,4957,163
Maharashtra,Nashik,Pimpalgaon,Maize,Yellow,19/06/2025,2175,3142,2658,159
Maharashtra,Pune,Pune,Tomato,Local,19/06/2025,1022,3195,2108,223
Maharashtra,Pune,Pune,Onion,Red,19/06/2025,1591,4640,3115,292
Maharashtra,Pune,Pune,Potato,Local,19/06/2025,1174,2583,1878,562
Maharashtra,Pune,Pune,Wheat,147 Average,19/06/2025,2548,3822,3185,316
Maharashtra,Pune,Pune,Rice,Common,19/06/2025,3551,6393,4972,323
Maharashtra,Pune,Pune,Maize,Yellow,19/06/2025,2129,3075,2602,331
Maharashtra,Pune,Junnar,Tomato,Local,19/06/2025,1069,3341,2205,263
Maharashtra,Pune,Junnar,Onion,Red,19/06/2025,1494,4360,2927,450
Maharashtra,Pune,Junnar,Potato,Local,19/06/2025,1219,2683,1951,62
Maharashtra,Pune,Junnar,Wheat,147 Average,19/06/2025,2562,3844,3203,600
Maharashtra,Pune,Junnar,Rice,Common,19/06/2025,3213,5783,4498,582
Maharashtra,Pune,Junnar,Maize,Yellow,19/06/2025,2267,3275,2771,164
Maharashtra,Pune,Khed,Tomato,Local,19/06/2025,973,3040,2006,492
Maharashtra,Pune,Khed,Onion,Red,19/06/2025,1698,4955,3326,502
Maharashtra,Pune,Khed,Potato,Local,19/06/2025,1327,2921,2124,542
Maharashtra,Pune,Khed,Wheat,147 Average,19/06/2025,2825,4238,3531,409
Maharashtra,Pune,Khed,Rice,Common,19/06/2025,3483,6270,4876,222
Maharashtra,Pune,Khed,Maize,Yellow,19/06/2025,2397,3462,2929,266
Maharashtra,Ahmednagar,Ahmednagar,Tomato,Local,19/06/2025,1078,3371,2224,533
Maharashtra,Ahmednagar,Ahmednagar,Onion,Red,19/06/2025,1573,4589,3081,422
Maharashtra,Ahmednagar,Ahmednagar,Potato,Local,19/06/2025,1291,2840,2065,258
Maharashtra,Ahmednagar,Ahmednagar,Wheat,147 Average,19/06/2025,2462,3693,3077,488
Maharashtra,Ahmednagar,Ahmednagar,Rice,Common,19/06/2025,3298,5936,4617,127
Maharashtra,Ahmednagar,Ahmednagar,Maize,Yellow,19/06/2025,2301,3324,2812,286
Maharashtra,Ahmednagar,Sangamner,Tomato,Local,19/06/2025,953,2980,1966,275
Maharashtra,Ahmednagar,Sangamner,Onion,Red,19/06/2025,1686,4919,3302,430
Maharashtra,Ahmednagar,Sangamner,Potato,Local,19/06/2025,1421,3126,2273,521
Maharashtra,Ahmednagar,Sangamner,Wheat,147 Average,19/06/2025,2806,4210,3508,466
Maharashtra,Ahmednagar,Sangamner,Rice,Common,19/06/2025,3220,5796,4508,480
Maharashtra,Ahmednagar,Sangamner,Maize,Yellow,19/06/2025,2352,3397,2874,403
Maharashtra,Solapur,Solapur,Tomato,Local,19/06/2025,971,3035,2003,143
Maharashtra,Solapur,Solapur,Onion,Red,19/06/2025,1552,4527,3039,271
Maharashtra,Solapur,Solapur,Potato,Local,19/06/2025,1321,2908,2114,563
Maharashtra,Solapur,Solapur,Wheat,147 Average,19/06/2025,2752,4129,3440,468
Maharashtra,Solapur,Solapur,Rice,Common,19/06/2025,3096,5572,4334,473
Maharashtra,Solapur,Solapur,Maize,Yellow,19/06/2025,2263,3269,2766,305
Maharashtra,Solapur,Pandharpur,Tomato,Local,19/06/2025,1121,3505,2313,566
Maharashtra,Solapur,Pandharpur,Onion,Red,19/06/2025,1650,4814,3232,134
Maharashtra,Solapur,Pandharpur,Potato,Local,19/06/2025,1239,2727,1983,191
Maharashtra,Solapur,Pandharpur,Wheat,147 Average,19/06/2025,2620,3931,3275,398
Maharashtra,Solapur,Pandharpur,Rice,Common,19/06/2025,3003,5405,4204,99
Maharashtra,Solapur,Pandharpur,Maize,Yellow,19/06/2025,2416,3490,2953,327
Maharashtra,Kolhapur,Kolhapur,Tomato,Local,19/06/2025,978,3057,2017,298
Maharashtra,Kolhapur,Kolhapur,Onion,Red,19/06/2025,1531,4467,2999,410
Maharashtra,Kolhapur,Kolhapur,Potato,Local,19/06/2025,1322,2909,2115,586
Maharashtra,Kolhapur,Kolhapur,Wheat,147 Average,19/06/2025,2654,3982,3318,452
Maharashtra,Kolhapur,Kolhapur,Rice,Common,19/06/2025,3208,5775,4491,187
Maharashtra,Kolhapur,Kolhapur,Maize,Yellow,19/06/2025,2469,3566,3017,488
Maharashtra,Kolhapur,Vadgaon,Tomato,Local,19/06/2025,976,3052,2014,605
Maharashtra,Kolhapur,Vadgaon,Onion,Red,19/06/2025,1427,4164,2795,257
Maharashtra,Kolhapur,Vadgaon,Potato,Local,19/06/2025,1179,2594,1886,161
Maharashtra,Kolhapur,Vadgaon,Wheat,147 Average,19/06/2025,2494,3741,3117,170
Maharashtra,Kolhapur,Vadgaon,Rice,Common,19/06/2025,3377,6079,4728,166
Maharashtra,Kolhapur,Vadgaon,Maize,Yellow,19/06/2025,2331,3367,2849,455
Maharashtra,Nashik,Nashik,Tomato,Local,20/06/2025,1007,3148,2077,136
Maharashtra,Nashik,Nashik,Onion,Red,20/06/2025,1543,4502,3022,457
Maharashtra,Nashik,Nashik,Potato,Local,20/06/2025,1219,2682,1950,267
Maharashtra,Nashik,Nashik,Wheat,147 Average,20/06/2025,2619,3929,3274,512
Maharashtra,Nashik,Nashik,Rice,Common,20/06/2025,3430,6175,4802,572
Maharashtra,Nashik,Nashik,Maize,Yellow,20/06/2025,2119,3062,2590,177
Maharashtra,Nashik,Lasalgaon,Tomato,Local,20/06/2025,1045,3268,2156,119
Maharashtra,Nashik,Lasalgaon,Onion,Red,20/06/2025,1588,4634,3111,476
Maharashtra,Nashik,Lasalgaon,Potato,Local,20/06/2025,1359,2990,2174,443
Maharashtra,Nashik,Lasalgaon,Wheat,147 Average,20/06/2025,2597,3895,3246,245
Maharashtra,Nashik,Lasalgaon,Rice,Common,20/06/2025,3059,5506,4282,365
Maharashtra,Nashik,Lasalgaon,Maize,Yellow,20/06/2025,2256,3259,2757,101
Maharashtra,Nashik,Pimpalgaon,Tomato,Local,20/06/2025,970,3032,2001,245
Maharashtra,Nashik,Pimpalgaon,Onion,Red,20/06/2025,1484,4328,2906,417
Maharashtra,Nashik,Pimpalgaon,Potato,Local,20/06/2025,1276,2808,2042,270
Maharashtra,Nashik,Pimpalgaon,Wheat,147 Average,20/06/2025,2535,3803,3169,574
Maharashtra,Nashik,Pimpalgaon,Rice,Common,20/06/2025,3023,5442,4232,545
Maharashtra,Nashik,Pimpalgaon,Maize,Yellow,20/06/2025,2334,3372,2853,373
Maharashtra,Pune,Pune,Tomato,Local,20/06/2025,1130,3531,2330,109
Maharashtra,Pune,Pune,Onion,Red,20/06/2025,1464,4270,2867,539
Maharashtra,Pune,Pune,Potato,Local,20/06/2025,1315,2894,2104,239
Maharashtra,Pune,Pune,Wheat,147 Average,20/06/2025,2428,3643,3035,376
Maharashtra,Pune,Pune,Rice,Common,20/06/2025,3216,5789,4502,204
Maharashtra,Pune,Pune,Maize,Yellow,20/06/2025,2208,3190,2699,489
Maharashtra,Pune,Junnar,Tomato,Local,20/06/2025,1077,3366,2221,447
Maharashtra,Pune,Junnar,Onion,Red,20/06/2025,1498,4369,2933,284
Maharashtra,Pune,Junnar,Potato,Local,20/06/2025,1339,2947,2143,456
Maharashtra,Pune,Junnar,Wheat,147 Average,20/06/2025,2722,4083,3402,606
Maharashtra,Pune,Junnar,Rice,Common,20/06/2025,3288,5919,4603,301
Maharashtra,Pune,Junnar,Maize,Yellow,20/06/2025,2164,3126,2645,536
Maharashtra,Pune,Khed,Tomato,Local,20/06/2025,1099,3435,2267,377
Maharashtra,Pune,Khed,Onion,Red,20/06/2025,1400,4084,2742,573
Maharashtra,Pune,Khed,Potato,Local,20/06/2025,1338,2943,2140,83
Maharashtra,Pune,Khed,Wheat,147 Average,20/06/2025,2510,3766,3138,154
Maharashtra,Pune,Khed,Rice,Common,20/06/2025,3279,5902,4590,594
Maharashtra,Pune,Khed,Maize,Yellow,20/06/2025,2169,3133,2651,85
Maharashtra,Ahmednagar,Ahmednagar,Tomato,Local,20/06/2025,1082,3384,2233,82
Maharashtra,Ahmednagar,Ahmednagar,Onion,Red,20/06/2025,1531,4465,2998,571
Maharashtra,Ahmednagar,Ahmednagar,Potato,Local,20/06/2025,1282,2821,2051,180
Maharashtra,Ahmednagar,Ahmednagar,Wheat,147 Average,20/06/2025,2464,3696,3080,472
Maharashtra,Ahmednagar,Ahmednagar,Rice,Common,20/06/2025,3387,6097,4742,591
Maharashtra,Ahmednagar,Ahmednagar,Maize,Yellow,20/06/2025,2475,3575,3025,618
Maharashtra,Ahmednagar,Sangamner,Tomato,Local,20/06/2025,966,3019,1992,295
Maharashtra,Ahmednagar,Sangamner,Onion,Red,20/06/2025,1409,4110,2759,154
Maharashtra,Ahmednagar,Sangamner,Potato,Local,20/06/2025,1374,3024,2199,174
Maharashtra,Ahmednagar,Sangamner,Wheat,147 Average,20/06/2025,2414,3621,3017,432
Maharashtra,Ahmednagar,Sangamner,Rice,Common,20/06/2025,3018,5432,4225,391
Maharashtra,Ahmednagar,Sangamner,Maize,Yellow,20/06/2025,2144,3097,2620,284
Maharashtra,Solapur,Solapur,Tomato,Local,20/06/2025,933,2916,1924,260
Maharashtra,Solapur,Solapur,Onion,Red,20/06/2025,1688,4923,3305,348
Maharashtra,Solapur,Solapur,Potato,Local,20/06/2025,1363,3000,2181,403
Maharashtra,Solapur,Solapur,Wheat,147 Average,20/06/2025,2364,3546,2955,326
Maharashtra,Solapur,Solapur,Rice,Common,20/06/2025,3031,5456,4243,135
Maharashtra,Solapur,Solapur,Maize,Yellow,20/06/2025,2450,3540,2995,135
Maharashtra,Solapur,Pandharpur,Tomato,Local,20/06/2025,1022,3195,2108,369
Maharashtra,Solapur,Pandharpur,Onion,Red,20/06/2025,1576,4596,3086,258
Maharashtra,Solapur,Pandharpur,Potato,Local,20/06/2025,1267,2788,2027,78
Maharashtra,Solapur,Pandharpur,Wheat,147 Average,20/06/2025,2730,4096,3413,163
Maharashtra,Solapur,Pandharpur,Rice,Common,20/06/2025,3528,6351,4939,257
Maharashtra,Solapur,Pandharpur,Maize,Yellow,20/06/2025,2241,3238,2739,79
Maharashtra,Kolhapur,Kolhapur,Tomato,Local,20/06/2025,1062,3319,2190,190
Maharashtra,Kolhapur,Kolhapur,Onion,Red,20/06/2025,1600,4669,3134,391
Maharashtra,Kolhapur,Kolhapur,Potato,Local,20/06/2025,1242,2733,1987,555
Maharashtra,Kolhapur,Kolhapur,Wheat,147 Average,20/06/2025,2363,3545,2954,450
Maharashtra,Kolhapur,Kolhapur,Rice,Common,20/06/2025,3477,6260,4868,296
Maharashtra,Kolhapur,Kolhapur,Maize,Yellow,20/06/2025,2272,3282,2777,117
Maharashtra,Kolhapur,Vadgaon,Tomato,Local,20/06/2025,1059,3310,2184,427
Maharashtra,Kolhapur,Vadgaon,Onion,Red,20/06/2025,1578,4605,3091,198
Maharashtra,Kolhapur,Vadgaon,Potato,Local,20/06/2025,1193,2625,1909,322
Maharashtra,Kolhapur,Vadgaon,Wheat,147 Average,20/06/2025,2845,4268,3556,414
Maharashtra,Kolhapur,Vadgaon,Rice,Common,20/06/2025,3185,5733,4459,596
Maharashtra,Kolhapur,Vadgaon,Maize,Yellow,20/06/2025,2469,3566,3017,681
Maharashtra,Nashik,Nashik,Tomato,Local,21/06/2025,978,3058,2018,310
Maharashtra,Nashik,Nashik,Onion,Red,21/06/2025,1574,4591,3082,206
Maharashtra,Nashik,Nashik,Potato,Local,21/06/2025,1323,2911,2117,574
Maharashtra,Nashik,Nashik,Wheat,147 Average,21/06/2025,2487,3730,3108,580
Maharashtra,Nashik,Nashik,Rice,Common,21/06/2025,3210,5779,4494,476
Maharashtra,Nashik,Nashik,Maize,Yellow,21/06/2025,2185,3157,2671,95
Maharashtra,Nashik,Lasalgaon,Tomato,Local,21/06/2025,1107,3459,2283,619
Maharashtra,Nashik,Lasalgaon,Onion,Red,21/06/2025,1429,4170,2799,242
Maharashtra,Nashik,Lasalgaon,Potato,Local,21/06/2025,1385,3047,2216,116
Maharashtra,Nashik,Lasalgaon,Wheat,147 Average,21/06/2025,2499,3749,3124,405
Maharashtra,Nashik,Lasalgaon,Rice,Common,21/06/2025,2997,5395,4196,95
Maharashtra,Nashik,Lasalgaon,Maize,Yellow,21/06/2025,2150,3106,2628,453
Maharashtra,Nashik,Pimpalgaon,Tomato,Local,21/06/2025,952,2975,1963,170
Maharashtra,Nashik,Pimpalgaon,Onion,Red,21/06/2025,1678,4895,3286,179
Maharashtra,Nashik,Pimpalgaon,Potato,Local,21/06/2025,1330,2926,2128,452
Maharashtra,Nashik,Pimpalgaon,Wheat,147 Average,21/06/2025,2586,3880,3233,200
Maharashtra,Nashik,Pimpalgaon,Rice,Common,21/06/2025,3222,5799,4510,297
Maharashtra,Nashik,Pimpalgaon,Maize,Yellow,21/06/2025,2175,3142,2658,442
Maharashtra,Pune,Pune,Tomato,Local,21/06/2025,1101,3442,2271,542
Maharashtra,Pune,Pune,Onion,Red,21/06/2025,1449,4227,2838,545
Maharashtra,Pune,Pune,Potato,Local,21/06/2025,1412,3106,2259,383
Maharashtra,Pune,Pune,Wheat,147 Average,21/06/2025,2450,3676,3063,295
Maharashtra,Pune,Pune,Rice,Common,21/06/2025,3473,6252,4862,547
Maharashtra,Pune,Pune,Maize,Yellow,21/06/2025,2157,3116,2636,330
Maharashtra,Pune,Junnar,Tomato,Local,21/06/2025,944,2952,1948,61
Maharashtra,Pune,Junnar,Onion,Red,21/06/2025,1564,4564,3064,252
Maharashtra,Pune,Junnar,Potato,Local,21/06/2025,1311,2885,2098,131
Maharashtra,Pune,Junnar,Wheat,147 Average,21/06/2025,2641,3962,3301,396
Maharashtra,Pune,Junnar,Rice,Common,21/06/2025,3502,6304,4903,680
Maharashtra,Pune,Junnar,Maize,Yellow,21/06/2025,2200,3179,2689,152
Maharashtra,Pune,Khed,Tomato,Local,21/06/2025,944,2953,1948,81
Maharashtra,Pune,Khed,Onion,Red,21/06/2025,1691,4934,3312,312
Maharashtra,Pune,Khed,Potato,Local,21/06/2025,1263,2779,2021,84
Maharashtra,Pune,Khed,Wheat,147 Average,21/06/2025,2480,3720,3100,306
Maharashtra,Pune,Khed,Rice,Common,21/06/2025,3269,5884,4576,500
Maharashtra,Pune,Khed,Maize,Yellow,21/06/2025,2276,3288,2782,149
Maharashtra,Ahmednagar,Ahmednagar,Tomato,Local,21/06/2025,1061,3316,2188,122
Maharashtra,Ahmednagar,Ahmednagar,Onion,Red,21/06/2025,1417,4133,2775,289
Maharashtra,Ahmednagar,Ahmednagar,Potato,Local,21/06/2025,1246,2741,1993,472
Maharashtra,Ahmednagar,Ahmednagar,Wheat,147 Average,21/06/2025,2358,3537,2947,455
Maharashtra,Ahmednagar,Ahmednagar,Rice,Common,21/06/2025,3163,5694,4428,610
Maharashtra,Ahmednagar,Ahmednagar,Maize,Yellow,21/06/2025,2139,3089,2614,546
Maharashtra,Ahmednagar,Sangamner,Tomato,Local,21/06/2025,1013,3168,2090,427
Maharashtra,Ahmednagar,Sangamner,Onion,Red,21/06/2025,1429,4168,2798,471
Maharashtra,Ahmednagar,Sangamner,Potato,Local,21/06/2025,1313,2888,2100,531
Maharashtra,Ahmednagar,Sangamner,Wheat,147 Average,21/06/2025,2790,4186,3488,574
Maharashtra,Ahmednagar,Sangamner,Rice,Common,21/06/2025,3483,6270,4876,377
Maharashtra,Ahmednagar,Sangamner,Maize,Yellow,21/06/2025,2274,3285,2779,567
Maharashtra,Solapur,Solapur,Tomato,Local,21/06/2025,1026,3208,2117,104
Maharashtra,Solapur,Solapur,Onion,Red,21/06/2025,1441,4204,2822,168
Maharashtra,Solapur,Solapur,Potato,Local,21/06/2025,1342,2953,2147,237
Maharashtra,Solapur,Solapur,Wheat,147 Average,21/06/2025,2469,3704,3086,244
Maharashtra,Solapur,Solapur,Rice,Common,21/06/2025,3505,6309,4907,282
Maharashtra,Solapur,Solapur,Maize,Yellow,21/06/2025,2339,3378,2858,122
Maharashtra,Solapur,Pandharpur,Tomato,Local,21/06/2025,1136,3552,2344,558
Maharashtra,Solapur,Pandharpur,Onion,Red,21/06/2025,1423,4153,2788,476
Maharashtra,Solapur,Pandharpur,Potato,Local,21/06/2025,1332,2932,2132,501
Maharashtra,Solapur,Pandharpur,Wheat,147 Average,21/06/2025,2679,4018,3348,525
Maharashtra,Solapur,Pandharpur,Rice,Common,21/06/2025,3261,5870,4565,172
Maharashtra,Solapur,Pandharpur,Maize,Yellow,21/06/2025,2156,3114,2635,380
Maharashtra,Kolhapur,Kolhapur,Tomato,Local,21/06/2025,1070,3345,2207,178
Maharashtra,Kolhapur,Kolhapur,Onion,Red,21/06/2025,1549,4520,3034,94
Maharashtra,Kolhapur,Kolhapur,Potato,Local,21/06/2025,1394,3068,2231,470
Maharashtra,Kolhapur,Kolhapur,Wheat,147 Average,21/06/2025,2844,4266,3555,212
Maharashtra,Kolhapur,Kolhapur,Rice,Common,21/06/2025,3541,6374,4957,257
Maharashtra,Kolhapur,Kolhapur,Maize,Yellow,21/06/2025,2136,3085,2610,314
Maharashtra,Kolhapur,Vadgaon,Tomato,Local,21/06/2025,1048,3276,2162,183
Maharashtra,Kolhapur,Vadgaon,Onion,Red,21/06/2025,1500,4375,2937,86
Maharashtra,Kolhapur,Vadgaon,Potato,Local,21/06/2025,1269,2791,2030,126
Maharashtra,Kolhapur,Vadgaon,Wheat,147 Average,21/06/2025,2846,4269,3557,340
Maharashtra,Kolhapur,Vadgaon,Rice,Common,21/06/2025,3311,5960,4635,195
Maharashtra,Kolhapur,Vadgaon,Maize,Yellow,21/06/2025,2544,3674,3109,525
Maharashtra,Nashik,Nashik,Tomato,Local,22/06/2025,1036,3238,2137,216
Maharashtra,Nashik,Nashik,Onion,Red,22/06/2025,1594,4651,3122,368
Maharashtra,Nashik,Nashik,Potato,Local,22/06/2025,1309,2881,2095,621
Maharashtra,Nashik,Nashik,Wheat,147 Average,22/06/2025,2372,3558,2965,256
Maharashtra,Nashik,Nashik,Rice,Common,22/06/2025,3058,5505,4281,509
Maharashtra,Nashik,Nashik,Maize,Yellow,22/06/2025,2276,3287,2781,93
Maharashtra,Nashik,Lasalgaon,Tomato,Local,22/06/2025,1141,3566,2353,329
Maharashtra,Nashik,Lasalgaon,Onion,Red,22/06/2025,1586,4628,3107,260
Maharashtra,Nashik,Lasalgaon,Potato,Local,22/06/2025,1347,2963,2155,648
Maharashtra,Nashik,Lasalgaon,Wheat,147 Average,22/06/2025,2723,4084,3403,602
Maharashtra,Nashik,Lasalgaon,Rice,Common,22/06/2025,3491,6283,4887,605
Maharashtra,Nashik,Lasalgaon,Maize,Yellow,22/06/2025,2386,3447,2916,106
Maharashtra,Nashik,Pimpalgaon,Tomato,Local,22/06/2025,973,3043,2008,208
Maharashtra,Nashik,Pimpalgaon,Onion,Red,22/06/2025,1433,4179,2806,322
Maharashtra,Nashik,Pimpalgaon,Potato,Local,22/06/2025,1332,2931,2131,475
Maharashtra,Nashik,Pimpalgaon,Wheat,147 Average,22/06/2025,2790,4185,3487,472
Maharashtra,Nashik,Pimpalgaon,Rice,Common,22/06/2025,3451,6213,4832,532
Maharashtra,Nashik,Pimpalgaon,Maize,Yellow,22/06/2025,2211,3194,2702,279
Maharashtra,Pune,Pune,Tomato,Local,22/06/2025,986,3081,2033,421
Maharashtra,Pune,Pune,Onion,Red,22/06/2025,1632,4761,3196,242
Maharashtra,Pune,Pune,Potato,Local,22/06/2025,1282,2821,2051,319
Maharashtra,Pune,Pune,Wheat,147 Average,22/06/2025,2391,3587,2989,311
Maharashtra,Pune,Pune,Rice,Common,22/06/2025,2949,5308,4128,181
Maharashtra,Pune,Pune,Maize,Yellow,22/06/2025,2506,3620,3063,477
Maharashtra,Pune,Junnar,Tomato,Local,22/06/2025,1118,3496,2307,517
Maharashtra,Pune,Junnar,Onion,Red,22/06/2025,1649,4810,3229,501
Maharashtra,Pune,Junnar,Potato,Local,22/06/2025,1245,2739,1992,474
Maharashtra,Pune,Junnar,Wheat,147 Average,22/06/2025,2435,3653,3044,293
Maharashtra,Pune,Junnar,Rice,Common,22/06/2025,2989,5381,4185,350
Maharashtra,Pune,Junnar,Maize,Yellow,22/06/2025,2356,3403,2879,126
Maharashtra,Pune,Khed,Tomato,Local,22/06/2025,1022,3195,2108,82
Maharashtra,Pune,Khed,Onion,Red,22/06/2025,1694,4942,3318,342
Maharashtra,Pune,Khed,Potato,Local,22/06/2025,1189,2616,1902,524
Maharashtra,Pune,Khed,Wheat,147 Average,22/06/2025,2757,4136,3446,248
Maharashtra,Pune,Khed,Rice,Common,22/06/2025,3504,6308,4906,534
Maharashtra,Pune,Khed,Maize,Yellow,22/06/2025,2234,3228,2731,568
Maharashtra,Ahmednagar,Ahmednagar,Tomato,Local,22/06/2025,955,2987,1971,540
Maharashtra,Ahmednagar,Ahmednagar,Onion,Red,22/06/2025,1440,4200,2820,365
Maharashtra,Ahmednagar,Ahmednagar,Potato,Local,22/06/2025,1302,2864,2083,502
Maharashtra,Ahmednagar,Ahmednagar,Wheat,147 Average,22/06/2025,2704,4056,3380,89
Maharashtra,Ahmednagar,Ahmednagar,Rice,Common,22/06/2025,2968,5344,4156,395
Maharashtra,Ahmednagar,Ahmednagar,Maize,Yellow,22/06/2025,2321,3352,2836,375
Maharashtra,Ahmednagar,Sangamner,Tomato,Local,22/06/2025,1053,3292,2172,399
Maharashtra,Ahmednagar,Sangamner,Onion,Red,22/06/2025,1409,4110,2759,256
Maharashtra,Ahmednagar,Sangamner,Potato,Local,22/06/2025,1301,2863,2082,408
Maharashtra,Ahmednagar,Sangamner,Wheat,147 Average,22/06/2025,2763,4145,3454,322
Maharashtra,Ahmednagar,Sangamner,Rice,Common,22/06/2025,3092,5566,4329,374
Maharashtra,Ahmednagar,Sangamner,Maize,Yellow,22/06/2025,2513,3630,3071,664
Maharashtra,Solapur,Solapur,Tomato,Local,22/06/2025,999,3122,2060,506
Maharashtra,Solapur,Solapur,Onion,Red,22/06/2025,1520,4434,2977,85
Maharashtra,Solapur,Solapur,Potato,Local,22/06/2025,1206,2654,1930,587
Maharashtra,Solapur,Solapur,Wheat,147 Average,22/06/2025,2738,4107,3422,236
Maharashtra,Solapur,Solapur,Rice,Common,22/06/2025,3370,6066,4718,279
Maharashtra,Solapur,Solapur,Maize,Yellow,22/06/2025,2521,3641,3081,467
Maharashtra,Solapur,Pandharpur,Tomato,Local,22/06/2025,976,3050,2013,472
Maharashtra,Solapur,Pandharpur,Onion,Red,22/06/2025,1591,4640,3115,422
